Time	Iteration	AverageReturn	StdReturn	MaxReturn	MinReturn	EpLenMean	EpLenStd	TimestepsThisBatch	TimestepsSoFar
1.3477020263671875	0	27.864864864864863	13.562990506087697	73.0	11.0	27.864864864864863	13.562990506087697	1031	1031
1.7102036476135254	1	28.942857142857143	14.170276450862826	69.0	11.0	28.942857142857143	14.170276450862826	1013	2044
1.9949901103973389	2	26.28205128205128	15.312051090979118	85.0	9.0	26.28205128205128	15.312051090979118	1025	3069
2.3007421493530273	3	36.82142857142857	22.22941033121368	108.0	12.0	36.82142857142857	22.22941033121368	1031	4100
2.598048210144043	4	37.925925925925924	21.165880870673682	98.0	10.0	37.925925925925924	21.165880870673682	1024	5124
2.9062247276306152	5	40.61538461538461	21.670747605358425	111.0	17.0	40.61538461538461	21.670747605358425	1056	6180
3.1865954399108887	6	38.76923076923077	25.756713377751996	135.0	11.0	38.76923076923077	25.756713377751996	1008	7188
3.4747977256774902	7	42.666666666666664	15.474890055254743	85.0	14.0	42.666666666666664	15.474890055254743	1024	8212
3.757396697998047	8	33.833333333333336	15.366811279146004	72.0	11.0	33.833333333333336	15.366811279146004	1015	9227
4.0245256423950195	9	35.3448275862069	15.866416195893388	84.0	13.0	35.3448275862069	15.866416195893388	1025	10252
