Time	Iteration	AverageReturn	StdReturn	MaxReturn	MinReturn	EpLenMean	EpLenStd	TimestepsThisBatch	TimestepsSoFar
0.832205057144165	0	21.166666666666668	10.18236492940395	54.0	9.0	21.166666666666668	10.18236492940395	1016	1016
1.1527142524719238	1	19.48076923076923	8.941025549109145	48.0	9.0	19.48076923076923	8.941025549109145	1013	2029
1.4483237266540527	2	22.818181818181817	11.824998034350648	63.0	9.0	22.818181818181817	11.824998034350648	1004	3033
1.7242658138275146	3	22.355555555555554	11.667915277099857	60.0	9.0	22.355555555555554	11.667915277099857	1006	4039
2.0082314014434814	4	19.745098039215687	8.84472400007186	44.0	10.0	19.745098039215687	8.84472400007186	1007	5046
2.2849042415618896	5	24.0	13.221555271961154	65.0	10.0	24.0	13.221555271961154	1008	6054
2.598482131958008	6	26.53846153846154	15.81600318056035	73.0	12.0	26.53846153846154	15.81600318056035	1035	7089
2.8729875087738037	7	26.342105263157894	14.491878516475635	82.0	9.0	26.342105263157894	14.491878516475635	1001	8090
3.1664226055145264	8	31.235294117647058	16.827950879291507	81.0	9.0	31.235294117647058	16.827950879291507	1062	9152
3.4468493461608887	9	33.4	23.407406235349242	118.0	11.0	33.4	23.407406235349242	1002	10154
3.714664936065674	10	33.666666666666664	23.863966327685112	111.0	13.0	33.666666666666664	23.863966327685112	1010	11164
4.021937370300293	11	39.25925925925926	24.318248890101707	102.0	13.0	39.25925925925926	24.318248890101707	1060	12224
4.307991981506348	12	37.17857142857143	28.385174162666292	138.0	9.0	37.17857142857143	28.385174162666292	1041	13265
4.609832525253296	13	41.64	21.27887215056287	99.0	12.0	41.64	21.27887215056287	1041	14306
4.90056848526001	14	55.72222222222222	34.93455079868886	127.0	14.0	55.72222222222222	34.93455079868886	1003	15309
5.178176403045654	15	49.904761904761905	23.48232316304728	98.0	11.0	49.904761904761905	23.48232316304728	1048	16357
5.4631006717681885	16	51.3	27.491998836025	132.0	19.0	51.3	27.491998836025	1026	17383
5.752936601638794	17	46.77272727272727	27.54984213480891	113.0	12.0	46.77272727272727	27.54984213480891	1029	18412
6.047935724258423	18	54.0	26.208777155754518	106.0	22.0	54.0	26.208777155754518	1080	19492
6.326333999633789	19	49.95238095238095	25.104498155995852	93.0	13.0	49.95238095238095	25.104498155995852	1049	20541
6.641728162765503	20	49.76190476190476	19.80837908780443	93.0	21.0	49.76190476190476	19.80837908780443	1045	21586
6.9219136238098145	21	56.388888888888886	27.260347452112136	148.0	19.0	56.388888888888886	27.260347452112136	1015	22601
7.1936891078948975	22	58.166666666666664	27.339938226379047	125.0	12.0	58.166666666666664	27.339938226379047	1047	23648
7.478477716445923	23	57.611111111111114	34.721333321955264	136.0	21.0	57.611111111111114	34.721333321955264	1037	24685
7.764362335205078	24	47.36363636363637	20.923117824648703	89.0	17.0	47.36363636363637	20.923117824648703	1042	25727
8.065376043319702	25	67.73333333333333	32.795257109662806	139.0	30.0	67.73333333333333	32.795257109662806	1016	26743
8.335429668426514	26	82.6923076923077	43.36851856320278	200.0	12.0	82.6923076923077	43.36851856320278	1075	27818
8.616291522979736	27	78.6923076923077	44.32812029085725	165.0	24.0	78.6923076923077	44.32812029085725	1023	28841
8.894071578979492	28	73.78571428571429	33.6285987376998	146.0	23.0	73.78571428571429	33.6285987376998	1033	29874
9.148234605789185	29	91.0	36.578682316343766	154.0	35.0	91.0	36.578682316343766	1001	30875
