Time	Iteration	AverageReturn	StdReturn	MaxReturn	MinReturn	EpLenMean	EpLenStd	TimestepsThisBatch	TimestepsSoFar
0.8410172462463379	0	21.361702127659573	13.324789778254527	81.0	9.0	21.361702127659573	13.324789778254527	1004	1004
1.1773462295532227	1	22.511111111111113	11.624920018309751	60.0	9.0	22.511111111111113	11.624920018309751	1013	2017
1.4527921676635742	2	23.022727272727273	11.792695420863552	55.0	10.0	23.022727272727273	11.792695420863552	1013	3030
1.75441312789917	3	28.18918918918919	14.517161955233458	70.0	10.0	28.18918918918919	14.517161955233458	1043	4073
2.0222465991973877	4	26.842105263157894	14.776450531325484	74.0	10.0	26.842105263157894	14.776450531325484	1020	5093
2.304994821548462	5	26.763157894736842	14.358995366056694	68.0	10.0	26.763157894736842	14.358995366056694	1017	6110
2.593513011932373	6	27.18918918918919	15.025811733863323	66.0	9.0	27.18918918918919	15.025811733863323	1006	7116
2.8694851398468018	7	31.28125	15.670901328178287	69.0	12.0	31.28125	15.670901328178287	1001	8117
3.1767709255218506	8	36.42857142857143	21.80830210759945	92.0	12.0	36.42857142857143	21.80830210759945	1020	9137
3.450380802154541	9	40.04	23.410219990422988	94.0	14.0	40.04	23.410219990422988	1001	10138
3.753490447998047	10	41.04	26.196915849007873	104.0	12.0	41.04	26.196915849007873	1026	11164
4.029937505722046	11	38.80769230769231	23.782700937978543	101.0	10.0	38.80769230769231	23.782700937978543	1009	12173
4.333845853805542	12	39.074074074074076	20.11803304928916	81.0	14.0	39.074074074074076	20.11803304928916	1055	13228
4.609485149383545	13	41.75	25.789613542406304	121.0	11.0	41.75	25.789613542406304	1002	14230
4.884539604187012	14	40.56	20.47257677968262	98.0	14.0	40.56	20.47257677968262	1014	15244
5.157545328140259	15	51.2	26.469982999616757	132.0	20.0	51.2	26.469982999616757	1024	16268
5.496643781661987	16	45.24	29.40786289413088	138.0	18.0	45.24	29.40786289413088	1131	17399
5.77566123008728	17	54.0	22.116914222758158	99.0	15.0	54.0	22.116914222758158	1026	18425
6.060300827026367	18	63.294117647058826	25.327884437982704	112.0	18.0	63.294117647058826	25.327884437982704	1076	19501
6.335268020629883	19	44.95652173913044	25.00170126536534	117.0	11.0	44.95652173913044	25.00170126536534	1034	20535
6.6013360023498535	20	57.388888888888886	25.848143902606946	113.0	24.0	57.388888888888886	25.848143902606946	1033	21568
6.889061212539673	21	56.05555555555556	27.356640920791715	132.0	18.0	56.05555555555556	27.356640920791715	1009	22577
7.2050251960754395	22	53.73684210526316	18.489946358588778	103.0	30.0	53.73684210526316	18.489946358588778	1021	23598
7.531909465789795	23	67.625	36.75573934775357	129.0	21.0	67.625	36.75573934775357	1082	24680
7.8371803760528564	24	64.5625	29.62045060004996	126.0	14.0	64.5625	29.62045060004996	1033	25713
8.155116319656372	25	72.14285714285714	45.42475275953966	193.0	20.0	72.14285714285714	45.42475275953966	1010	26723
8.438576936721802	26	67.2	36.47135862563938	173.0	23.0	67.2	36.47135862563938	1008	27731
8.756694793701172	27	62.77777777777778	33.72528816375622	136.0	21.0	62.77777777777778	33.72528816375622	1130	28861
9.051151752471924	28	77.35714285714286	26.671566301580263	137.0	40.0	77.35714285714286	26.671566301580263	1083	29944
9.356493949890137	29	88.91666666666667	35.20051688383125	156.0	43.0	88.91666666666667	35.20051688383125	1067	31011
9.682334184646606	30	80.61538461538461	45.484635548786336	189.0	36.0	80.61538461538461	45.484635548786336	1048	32059
10.00245213508606	31	75.93333333333334	33.85944804958022	142.0	37.0	75.93333333333334	33.85944804958022	1139	33198
10.313305377960205	32	97.9090909090909	51.44185516493274	200.0	37.0	97.9090909090909	51.44185516493274	1077	34275
10.626393556594849	33	102.2	44.46301834108881	193.0	27.0	102.2	44.46301834108881	1022	35297
10.918663501739502	34	93.63636363636364	40.08235324082549	166.0	28.0	93.63636363636364	40.08235324082549	1030	36327
11.19831895828247	35	107.6	42.67130183155888	167.0	37.0	107.6	42.67130183155888	1076	37403
11.487504959106445	36	87.08333333333333	37.86700043866984	163.0	40.0	87.08333333333333	37.86700043866984	1045	38448
11.82178521156311	37	126.44444444444444	47.55140168774351	196.0	48.0	126.44444444444444	47.55140168774351	1138	39586
12.141077041625977	38	113.1	39.81821191364574	200.0	51.0	113.1	39.81821191364574	1131	40717
12.435550451278687	39	115.44444444444444	30.115005898171653	200.0	101.0	115.44444444444444	30.115005898171653	1039	41756
12.727001428604126	40	119.44444444444444	43.9699673037331	174.0	36.0	119.44444444444444	43.9699673037331	1075	42831
13.04422926902771	41	118.2	42.932039317973235	200.0	26.0	118.2	42.932039317973235	1182	44013
13.343005895614624	42	136.125	44.18833980814396	200.0	89.0	136.125	44.18833980814396	1089	45102
13.62268614768982	43	134.625	39.95290195968248	199.0	51.0	134.625	39.95290195968248	1077	46179
13.931293249130249	44	159.0	38.53755126033382	200.0	97.0	159.0	38.53755126033382	1113	47292
14.265639781951904	45	173.16666666666666	37.91401089600284	200.0	98.0	173.16666666666666	37.91401089600284	1039	48331
14.576115608215332	46	143.71428571428572	28.644193057552997	200.0	105.0	143.71428571428572	28.644193057552997	1006	49337
14.93037462234497	47	144.625	50.44536029210219	200.0	29.0	144.625	50.44536029210219	1157	50494
15.24990701675415	48	176.0	21.361959960016154	200.0	143.0	176.0	21.361959960016154	1056	51550
15.582138299942017	49	166.71428571428572	31.408435107759942	200.0	121.0	166.71428571428572	31.408435107759942	1167	52717
15.989417314529419	50	178.5	33.35540935640475	200.0	106.0	178.5	33.35540935640475	1071	53788
16.302706480026245	51	157.0	38.96885203045412	200.0	102.0	157.0	38.96885203045412	1099	54887
16.663750886917114	52	200.0	0.0	200.0	200.0	200.0	0.0	1200	56087
16.998389959335327	53	182.83333333333334	38.385833613746385	200.0	97.0	182.83333333333334	38.385833613746385	1097	57184
17.323663473129272	54	173.83333333333334	26.80433215400492	200.0	137.0	173.83333333333334	26.80433215400492	1043	58227
17.637325048446655	55	143.28571428571428	47.966399804488994	200.0	69.0	143.28571428571428	47.966399804488994	1003	59230
17.99381422996521	56	180.66666666666666	38.930136855083816	200.0	94.0	180.66666666666666	38.930136855083816	1084	60314
18.342199563980103	57	154.0	53.26215488371779	200.0	87.0	154.0	53.26215488371779	1078	61392
18.708596229553223	58	175.0	32.424270744819125	200.0	112.0	175.0	32.424270744819125	1050	62442
19.04347586631775	59	173.16666666666666	29.46419672906236	200.0	122.0	173.16666666666666	29.46419672906236	1039	63481
19.367722988128662	60	186.0	30.859898466024372	200.0	117.0	186.0	30.859898466024372	1116	64597
19.676414012908936	61	152.14285714285714	46.65198991752984	200.0	69.0	152.14285714285714	46.65198991752984	1065	65662
20.083043575286865	62	126.55555555555556	44.89026400534013	200.0	72.0	126.55555555555556	44.89026400534013	1139	66801
20.40757727622986	63	161.0	41.8534859445935	200.0	88.0	161.0	41.8534859445935	1127	67928
20.743674278259277	64	127.75	41.73951964266	200.0	73.0	127.75	41.73951964266	1022	68950
21.180436611175537	65	149.625	40.78890014452461	200.0	99.0	149.625	40.78890014452461	1197	70147
21.483957052230835	66	170.33333333333334	32.632635334721115	200.0	109.0	170.33333333333334	32.632635334721115	1022	71169
21.80245280265808	67	129.55555555555554	53.52696332194771	200.0	53.0	129.55555555555554	53.52696332194771	1166	72335
22.0939040184021	68	114.44444444444444	42.476427740339076	190.0	66.0	114.44444444444444	42.476427740339076	1030	73365
22.415921211242676	69	157.57142857142858	27.489515626648558	200.0	129.0	157.57142857142858	27.489515626648558	1103	74468
22.725587368011475	70	131.75	54.29491228466991	200.0	46.0	131.75	54.29491228466991	1054	75522
23.059091806411743	71	125.625	35.608768231995896	200.0	90.0	125.625	35.608768231995896	1005	76527
23.36545968055725	72	118.33333333333333	44.569546154795475	200.0	70.0	118.33333333333333	44.569546154795475	1065	77592
23.652761697769165	73	116.33333333333333	53.5205048971368	200.0	41.0	116.33333333333333	53.5205048971368	1047	78639
23.975276231765747	74	136.0	51.73006862551025	200.0	55.0	136.0	51.73006862551025	1088	79727
24.242451906204224	75	143.42857142857142	65.00078492461707	200.0	24.0	143.42857142857142	65.00078492461707	1004	80731
24.490708589553833	76	100.4	46.39224073053597	200.0	41.0	100.4	46.39224073053597	1004	81735
24.780813694000244	77	128.0	58.46152580971523	200.0	60.0	128.0	58.46152580971523	1024	82759
25.03644609451294	78	125.875	59.64360296796296	200.0	58.0	125.875	59.64360296796296	1007	83766
25.326066970825195	79	145.0	66.64833081180653	200.0	28.0	145.0	66.64833081180653	1015	84781
25.593367338180542	80	143.57142857142858	53.73973561224012	200.0	66.0	143.57142857142858	53.73973561224012	1005	85786
25.892516136169434	81	129.375	45.68626024309716	200.0	71.0	129.375	45.68626024309716	1035	86821
26.143024682998657	82	115.22222222222223	62.623704737596995	200.0	29.0	115.22222222222223	62.623704737596995	1037	87858
26.43418860435486	83	153.28571428571428	53.87741187366076	200.0	49.0	153.28571428571428	53.87741187366076	1073	88931
26.74674391746521	84	125.22222222222223	47.94157967493765	200.0	56.0	125.22222222222223	47.94157967493765	1127	90058
27.057034969329834	85	139.125	54.03572313756891	200.0	40.0	139.125	54.03572313756891	1113	91171
27.354793548583984	86	137.625	52.22053595090728	200.0	68.0	137.625	52.22053595090728	1101	92272
27.64761447906494	87	124.88888888888889	46.54136617496417	200.0	32.0	124.88888888888889	46.54136617496417	1124	93396
27.970669269561768	88	176.83333333333334	34.73910700572995	200.0	106.0	176.83333333333334	34.73910700572995	1061	94457
28.312095880508423	89	137.0	47.20699100768868	200.0	59.0	137.0	47.20699100768868	1096	95553
28.610791206359863	90	158.28571428571428	50.25851537149639	200.0	82.0	158.28571428571428	50.25851537149639	1108	96661
28.92304491996765	91	140.375	50.254197585873364	200.0	63.0	140.375	50.254197585873364	1123	97784
29.202799081802368	92	143.42857142857142	29.021455820809262	200.0	106.0	143.42857142857142	29.021455820809262	1004	98788
29.520533084869385	93	149.28571428571428	46.62836134406455	200.0	77.0	149.28571428571428	46.62836134406455	1045	99833
29.791438817977905	94	147.85714285714286	61.982551856904685	200.0	60.0	147.85714285714286	61.982551856904685	1035	100868
